UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
1740,48231,"???????, ????",15-03-2020,"Expert Solutions by Modi govt to prevent spread of #coronavirusindia
5/5

?Hike rail ticket prices

?Arrest JNU,Jamia students

? Make Pragya Curse Corona Virus

?Invite #COVID19 for morning walk with Tadipaar

?Reprimand Nehru for not taking steps to prevent #coronavirus",Negative
1741,48235,,15-03-2020,"@NYCSpeakerCoJo grocery stores are the biggest transmission vectors of #CoronaVirus right now.
Everyone is going to the grocery to stock up on food, standing in packed lines close to each other, with no gloves or masks on!",Negative
1742,48240,"London, European Union",15-03-2020,"I did some panic online grocery shopping last night: as of tonight, I now have beers, saucisson, escargots de Bourgogne, Flammenkuchen, cheese, chocolate and ice cream! All the essentials ??
#coronavirus #WorkFromHome",Negative
1743,48241,Queensland Australia,15-03-2020,How much of the #panicbuying food will never be eaten and will end up in the dump..,Negative
1744,48243,,15-03-2020,"Thank you to all the people who reported to work at a hospital, pharmacy, grocery store or other retailer selling critical supplies.  I appreciate you.  Particularly your patience dealing with the people who are afraid and difficult. #COVID?19 #coronavirus #CoronaVirusUpdates",Positive
1745,48246,"Chapel hill, NC",15-03-2020,"Online Originals: COVID-19 entices shopping frenzy https://t.co/UhMtCadL78 

#NC #NorthCarolina #covid19 #coronavirus 
#shoppers #shopping #coronavirusnc",Negative
1746,48251,Bay Area,15-03-2020,"Twitter Feed:  Covid-19 99.9%  Other/Silly .01%

I am indoors, not sick, have food, could eat less anyway and rationing the TP. #status ok   squawk later. Be as well as possible. Panic will get you faster than the bug, as bad as that is.",Negative
1747,48252,,15-03-2020,"Everyone: COVID-19 panic!! Buy toilet paper and all food!!!

My brain: ....

My brain: I wonder what it would sound like if goofy sang into the unknown from frozen 2",Negative
1748,48254,On the edge of your periphery,15-03-2020,"While we are all #SocialDistancingNow because of the #coronavirus and doing all of our shopping online, why not take a look at https://t.co/wyhYb5SSUO and take advantage of 20% off with this sale until Mar 17? Use code: ARTSY20 at checkout. https://t.co/GO4MXUwMlo",Positive
1749,48260,,15-03-2020,"Bit/lot confused about my fellow man stock-piling goods. Have they no friends, family or neighbours they can ask to drop them some food/loo rolls off if have to stay indoors?? #coronavirus  #coronapocolypse #madness",Negative
1750,48261,,15-03-2020,"Americans are escaping: she flew to NZ to escape the ""mayhem"" &amp; the ""total panic"" cause by coronavirus in the US.
""There's no food on the shelves...
She hoped to stay in NZ until the ""craziness is over"". https://t.co/IMLQClfzUf #COVID19Aus",Negative
1751,48265,,15-03-2020,@Victori21921904 12yrs my family has made fun of me saying passive aggressive things i was even made fun of when i told them about covid-19 now they are freaking out and are panic buying and acting like i have not had a BOB and bags of food this whole tim,Positive
1752,48266,Australia,15-03-2020,"@Raymartin55 If you have #coronavirus Order your shopping #online for delivery to your house or apartment

have them leave it at the door so you can bring the groceries in without contacting the delivery person",Negative
1753,48268,"South East, England",15-03-2020,"shame on all media outlets &amp; social media influencer's creating panic, well done. You deserve a medal as it has worked, we have crazy people buying loo roll, pasta and canned food which usually no one ever buys. Did you change your stock market portfolios before the #coronavirus",Negative
1754,48272,"Tasarte, Gran Canaria",15-03-2020,"or online shopping for someone who can't get out. Love and light to the world and to you of course... As of Saturday night - Eight Canary Islands - 90 total cases confirmed, 1 eighty-one year old sadly died and 7 people already recovered.  https://t.co/jrPE751VKP",Negative
1755,48273,KC,15-03-2020,Driving to the grocery store today listening to @JasonIsbell . Anxiety came on and I replaced that word with #Covid_19 and it seemed to fit in so many ways...,Positive
1756,48274,"Reno, NV",15-03-2020,COVID-19 Update. We will be TEMPORARILY closing our retail store beginning tomorrow March 16th. Lets put people over profits.? - https://t.co/Nj6LTonFww https://t.co/5zDHpzSW9W,Positive
1757,48279,"Seattle, Washington USA",16-03-2020, Amazon Needs to hire 100 000 people across the to keep up with a crush of orders as spreads amp keeps more people at home shopping online Will temporarily raise pay by 2 an hour through the end of April,Negative
1758,48282,Global ,16-03-2020,Due to uncertainty over people are staying at home having an impact on Use in your window to direct customers to your website without them having to go into store DM for info on our digital signage solutions,Negative
1759,48284,"Guringai and Awakabal land, Au",16-03-2020,"Just now on the telly, Woolies have stopped all online and click n collect orders. Due to overwhelming demand. #coronavirus  #StopPanicBuying",Negative
1760,48285,"Miami, FL",16-03-2020,Thats good advice. #keepcalmamdcarryon #stoppanicbuying #coronavirus https://t.co/NvkajVeYWJ https://t.co/g3UXl3qsRd,Positive
1761,48286,"PA 04, 24 & 147th",16-03-2020,Think about the 19 panic buying and how people who HAVE MONEY are stressed now Now imagine not being able to feed your kid or pay rent and the schools you rely on being closed Please consider donating to our fundraiser for the DC Food Banks now,Negative
1762,48288,Ghana,16-03-2020,"As you protect yourself from #covid_19 , also remember to nourish your body and stock some food.
#WhereGhanaEats ??????
?@womensnutritiongh https://t.co/ntadS0zUnk",Positive
1763,48289,"Montréal, Québec",16-03-2020,Israel is on 19 lockdown Private gatherings are restricted to 10 people or fewer However grocery stores are open with 100 people allowed inside at one time Faced with the prospect of having only a few guests this couple had their wedding at an Osher Ad supermarket,Negative
1764,48290,3rd Coasting,16-03-2020,NOW HIRING amp Stores all say they re now hiring in the Houston amid growing demand at stores They re open Food is constantly coming in There s no cause for concern,Negative
1765,48292,Boston,16-03-2020,NEW from me on hitting the retail industry hard I worked the phones all weekend and talked to multiple small and medium businesses The verdict Store closures in the U S could explode because of And more bankruptcies More here,Positive
1766,48294,,16-03-2020,"With so much #SocialDistancing across the globe due to #coronavirus , the load on Social media like Twitter, Facebook , WhatsApp and online shopping is going to be high.",Positive
1767,48295,,16-03-2020,Me after selling 2 hand sanitizers in double prices which i bought 2 months ago,Positive
1768,48296,pits of hell ,16-03-2020,@realDonaldTrump bring attention to panic shoppers it's unnecessary everyone needs food and toilet paper and other store products #coronavirus #MakeAmericaGreatAgain #MakeAmericaSafeAgain,Negative
1769,48297,1616 Camden Road CLT NC 28203,16-03-2020,"After careful consideration, as of today, March 16th, our Southend flagship store will be closed indefinitely. In an effort to be as agile as possible, we will asses the situation on an ongoing basis so that we can quickly re-open when it is safe to do s https://t.co/XpkjeUcpP6 https://t.co/pKVSFyQBes",Positive
1770,48298,,16-03-2020,Jakarta has decided to limit food sales in retail stores to avoid panic buying amid the full alert status of COVID 19 pandemic,Negative
1771,48299,"Bentonville, Arkansas",16-03-2020,COVID-19 Concerns &amp; Consumer Confidence Drop - 8th &amp; Walton News Now https://t.co/scguImjr7a,Positive
1772,48301,"Petaling Jaya, Selangor",16-03-2020,LIST OF ONLINE GROCERY STORES Keep yourself safe at home during this covid 19 season Here is a list of online grocery shopping stores you can use KLANG VALLEY GROCERIES  ,Positive
1773,48303,nini | '97 | tuhronno,16-03-2020,is it safe to do online shopping in this stage of covid-19????? i just want to order makeup ?,Positive
1774,48304,"Hillsboro, OR",16-03-2020,We now have a hotline dedicated to complaints about price gouging Have you seen prices for consumer goods increase by more than 15 at a store or online vendor We want to hear from you   us at 503 378 8442 Or visit us at,Positive
1775,48307,,16-03-2020,"omg all these HOT people jogging outside ??? I went to grab some air and stop by the supermarket and literally everyone is working out outside (now that gyms are closed) lols. also, I think these peeps missed the memo about Covid-19.",Negative
1776,48311,Wettin concern? ?,16-03-2020,The last time I checked there was Consumer Protection Act at what point do they intervene as some retailers have drastically increased their sanitizer prices due to high demand Can our also step in to curb this fraud A se mo States mo 19,Negative
1777,48316,?? ???? 331,16-03-2020,@dcislamabad And please make sure that retail prices must be mentioned on bottles as in #Lahore prices are not mentioned on these #handsanitizer and bcz of that every store is selling on their own prices #CoronavirusOutbreak #COVID2019 https://t.co/LfQQgH,Positive
1778,48318,fl,16-03-2020,@damianekf @whoisaddison thanks for volunteering to help those in need prepare and stock up for this covid-19 pandemic ?? you didnt need to drop $10k on all the supplies and food but you still did ????,Positive
1779,48320,,16-03-2020,"Amazon hiring 100,000 new distribution workers to keep up with online shopping surge caused by #CoronavirusOutbreak

 #coronapocolypse
#COVID2019

By Clare Duffy, @CNN Business
Updated 5:24 PM ET, Mon March 16, 2020

https://t.co/N9mHOgRM8N",Positive
1780,48321,,16-03-2020,Selfish wankpuffins,Negative
1781,48322,United States,16-03-2020,James might not see this but Doing online grocery shopping can help slow lessen the amount of people shopping in the stores We have On the go shopping Wal Mart has it Hannaford has it,Positive
1782,48325,"Islamabad, Pakistan",16-03-2020,Stay safe amp healthy Take all ness precautions Don t panic Eat well cooked home food amp avoid public gatherings,Positive
